bsize; partition; subsize; time 
12; 0; 12; 0.000087
9; 0; 9; 0.000031
9; 0; 9; 0.000030
9; 9; 18; 0.000059
9; 0; 9; 0.000030
12; 3; 9; 0.000196
9; 0; 9; 0.000029
6; 0; 6; 0.000057
6; 0; 6; 0.000055
6; 7; 4; 0.000036
6; 0; 6; 0.000055
9; 3; 6; 0.000268
9; 0; 9; 0.000030
9; 1; 8; 0.000059
12; 3; 9; 0.000442
15; 3; 12; 0.000851
12; 0; 12; 0.000352
9; 0; 9; 0.000182
9; 2; 7; 0.000167
9; 0; 9; 0.000150
9; 0; 9; 0.000113
12; 3; 9; 0.000660
12; 1; 11; 0.000595
9; 0; 9; 0.000079
9; 0; 9; 0.000077
9; 0; 9; 0.000154
9; 0; 9; 0.000068
12; 3; 9; 0.000428
15; 3; 12; 0.002071
12; 2; 10; 0.000184
9; 0; 9; 0.000098
9; 0; 9; 0.000100
12; 3; 9; 0.000224
15; 3; 12; 0.000428
9; 0; 9; 0.000188
9; 0; 9; 0.000187
9; 0; 9; 0.000123
9; 2; 7; 0.000153
12; 3; 9; 0.000697
12; 0; 12; 0.000795
9; 0; 9; 0.000193
9; 0; 9; 0.000166
9; 1; 8; 0.000081
9; 1; 8; 0.000115
12; 3; 9; 0.000601
9; 0; 9; 0.000193
9; 0; 9; 0.000103
9; 1; 8; 0.000097
9; 1; 8; 0.000115
12; 3; 9; 0.000555
15; 3; 12; 0.002693
9; 9; 18; 0.000088
6; 0; 6; 0.000014
6; 0; 6; 0.000014
3; 1; 2; 0.000020
3; 0; 3; 0.000012
3; 0; 3; 0.000022
3; 2; 1; 0.000010
6; 3; 3; 0.000119
6; 0; 6; 0.000012
9; 3; 6; 0.000198
6; 7; 4; 0.000045
6; 1; 5; 0.000030
6; 0; 6; 0.000048
6; 0; 6; 0.000050
9; 3; 6; 0.000215
6; 2; 4; 0.000049
6; 0; 6; 0.000011
6; 0; 6; 0.000051
6; 0; 6; 0.000070
9; 3; 6; 0.000227
12; 3; 9; 0.000766
6; 0; 6; 0.000019
6; 8; 17; 0.000056
6; 0; 6; 0.000016
6; 0; 6; 0.000023
9; 3; 6; 0.000169
6; 0; 6; 0.000011
6; 2; 4; 0.000021
6; 0; 6; 0.000011
6; 9; 16; 0.000027
9; 3; 6; 0.000111
6; 0; 6; 0.000060
6; 0; 6; 0.000058
6; 0; 6; 0.000019
6; 0; 6; 0.000059
9; 3; 6; 0.000248
6; 0; 6; 0.000051
6; 9; 16; 0.000024
6; 0; 6; 0.000059
6; 0; 6; 0.000059
9; 3; 6; 0.000234
12; 3; 9; 0.000794
9; 0; 9; 0.000101
9; 2; 7; 0.000196
9; 1; 8; 0.000051
6; 0; 6; 0.000011
6; 0; 6; 0.000052
9; 3; 6; 0.000085
12; 3; 9; 0.000473
6; 0; 6; 0.000051
6; 0; 6; 0.000040
6; 0; 6; 0.000053
6; 0; 6; 0.000052
9; 3; 6; 0.000241
9; 0; 9; 0.000128
9; 1; 8; 0.000120
9; 1; 8; 0.000060
12; 3; 9; 0.000594
15; 3; 12; 0.002661
9; 1; 8; 0.000155
9; 0; 9; 0.000158
9; 0; 9; 0.000121
9; 2; 7; 0.000160
12; 3; 9; 0.000639
6; 0; 6; 0.000047
6; 0; 6; 0.000053
6; 0; 6; 0.000052
6; 1; 5; 0.000060
9; 3; 6; 0.000255
9; 2; 7; 0.000133
6; 0; 6; 0.000066
6; 0; 6; 0.000069
6; 1; 5; 0.000066
6; 0; 6; 0.000066
9; 3; 6; 0.000323
9; 0; 9; 0.000164
12; 3; 9; 0.000917
12; 0; 12; 0.000443
12; 0; 12; 0.000589
15; 3; 12; 0.002630
12; 2; 10; 0.000301
12; 2; 10; 0.000325
15; 3; 12; 0.000651
9; 0; 9; 0.000097
6; 2; 4; 0.000039
6; 0; 6; 0.000095
6; 0; 6; 0.000029
6; 4; 5; 0.000046
9; 3; 6; 0.000261
9; 0; 9; 0.000098
9; 0; 9; 0.000095
12; 3; 9; 0.000596
9; 0; 9; 0.000202
9; 0; 9; 0.000031
9; 0; 9; 0.000196
9; 0; 9; 0.000201
12; 3; 9; 0.000676
12; 0; 12; 0.000339
12; 0; 12; 0.000684
15; 3; 12; 0.002333
12; 0; 12; 0.000088
12; 0; 12; 0.000086
12; 0; 12; 0.000088
9; 0; 9; 0.000027
9; 0; 9; 0.000054
9; 0; 9; 0.000026
9; 0; 9; 0.000029
12; 3; 9; 0.000190
15; 3; 12; 0.000496
12; 0; 12; 0.000696
12; 0; 12; 0.000684
12; 0; 12; 0.000176
12; 0; 12; 0.000681
15; 3; 12; 0.002286
12; 2; 10; 0.000188
12; 2; 10; 0.000243
15; 3; 12; 0.000466
12; 0; 12; 0.000693
12; 0; 12; 0.000388
12; 0; 12; 0.001182
9; 0; 9; 0.000150
9; 0; 9; 0.000040
9; 1; 8; 0.000073
9; 1; 8; 0.000024
12; 3; 9; 0.000359
15; 3; 12; 0.002700
9; 0; 9; 0.000048
9; 0; 9; 0.000047
9; 0; 9; 0.000159
9; 0; 9; 0.000250
12; 3; 9; 0.000573
12; 0; 12; 0.001241
9; 0; 9; 0.000139
9; 0; 9; 0.000179
9; 1; 8; 0.000055
9; 1; 8; 0.000084
12; 3; 9; 0.000506
12; 0; 12; 0.000368
15; 3; 12; 0.002739
12; 0; 12; 0.000780
9; 1; 8; 0.000142
6; 0; 6; 0.000062
6; 0; 6; 0.000030
6; 1; 5; 0.000071
6; 0; 6; 0.000031
9; 3; 6; 0.000234
9; 0; 9; 0.000243
9; 0; 9; 0.000199
12; 3; 9; 0.000859
12; 0; 12; 0.000360
12; 0; 12; 0.000709
15; 3; 12; 0.002752
15; 2; 13; 0.001348
9; 0; 9; 0.000094
6; 2; 4; 0.000036
6; 0; 6; 0.000029
6; 0; 6; 0.000026
6; 0; 6; 0.000033
9; 3; 6; 0.000160
9; 0; 9; 0.000092
9; 0; 9; 0.000088
12; 3; 9; 0.000475
12; 0; 12; 0.000338
12; 0; 12; 0.000334
12; 0; 12; 0.000658
15; 3; 12; 0.001842
12; 0; 12; 0.000079
12; 0; 12; 0.000078
9; 0; 9; 0.000032
9; 0; 9; 0.000025
9; 9; 18; 0.000056
9; 0; 9; 0.000025
12; 3; 9; 0.000174
9; 0; 9; 0.000024
9; 0; 9; 0.000126
9; 0; 9; 0.000024
9; 0; 9; 0.000024
12; 3; 9; 0.000233
15; 3; 12; 0.000595
12; 0; 12; 0.000659
12; 0; 12; 0.000692
12; 0; 12; 0.000676
12; 0; 12; 0.000701
15; 3; 12; 0.002773
12; 2; 10; 0.000188
12; 2; 10; 0.000184
15; 3; 12; 0.000398
12; 0; 12; 0.000708
12; 0; 12; 0.000345
12; 0; 12; 0.000790
12; 0; 12; 0.000412
15; 3; 12; 0.002317
9; 0; 9; 0.000042
9; 0; 9; 0.000010
9; 0; 9; 0.000200
9; 0; 9; 0.000104
12; 3; 9; 0.000409
9; 0; 9; 0.000183
9; 0; 9; 0.000182
9; 0; 9; 0.000065
9; 2; 7; 0.000133
12; 3; 9; 0.000601
9; 0; 9; 0.000184
9; 0; 9; 0.000044
6; 0; 6; 0.000019
6; 0; 6; 0.000029
9; 3; 6; 0.000067
9; 1; 8; 0.000029
12; 3; 9; 0.000357
9; 0; 9; 0.000090
9; 0; 9; 0.000089
9; 1; 8; 0.000049
9; 1; 8; 0.000049
12; 3; 9; 0.000314
15; 3; 12; 0.001706
12; 0; 12; 0.000692
9; 1; 8; 0.000157
9; 0; 9; 0.000107
6; 0; 6; 0.000094
6; 0; 6; 0.000039
6; 0; 6; 0.000058
6; 0; 6; 0.000034
9; 3; 6; 0.000276
9; 0; 9; 0.000188
12; 3; 9; 0.000773
12; 0; 12; 0.000352
12; 0; 12; 0.000636
15; 3; 12; 0.002496
15; 2; 13; 0.001304
6; 0; 6; 0.000071
6; 0; 6; 0.000083
3; 0; 3; 0.000030
3; 0; 3; 0.000017
3; 0; 3; 0.000028
3; 0; 3; 0.000028
6; 3; 3; 0.000143
6; 0; 6; 0.000050
9; 3; 6; 0.000391
6; 0; 6; 0.000054
6; 0; 6; 0.000055
6; 0; 6; 0.000078
6; 0; 6; 0.000080
9; 3; 6; 0.000313
6; 0; 6; 0.000036
6; 0; 6; 0.000048
6; 0; 6; 0.000061
6; 0; 6; 0.000048
9; 3; 6; 0.000234
9; 0; 9; 0.000297
12; 3; 9; 0.001266
9; 1; 8; 0.000117
9; 7; 7; 0.000220
9; 2; 7; 0.000227
9; 4; 8; 0.000286
12; 3; 9; 0.000897
9; 2; 7; 0.000123
9; 0; 9; 0.000178
9; 0; 9; 0.000200
9; 0; 9; 0.000318
12; 3; 9; 0.000867
9; 2; 7; 0.000181
9; 0; 9; 0.000357
9; 0; 9; 0.000322
6; 0; 6; 0.000062
6; 1; 5; 0.000095
6; 0; 6; 0.000061
6; 2; 4; 0.000079
9; 3; 6; 0.000342
12; 3; 9; 0.001245
15; 3; 12; 0.004304
9; 0; 9; 0.000161
9; 2; 7; 0.000168
9; 9; 18; 0.000207
9; 0; 9; 0.000175
12; 3; 9; 0.000753
9; 0; 9; 0.000175
9; 1; 8; 0.000215
6; 0; 6; 0.000049
6; 2; 4; 0.000065
6; 0; 6; 0.000052
6; 2; 4; 0.000048
9; 3; 6; 0.000256
9; 1; 8; 0.000206
12; 3; 9; 0.000895
6; 0; 6; 0.000053
6; 0; 6; 0.000071
6; 0; 6; 0.000071
6; 0; 6; 0.000097
9; 3; 6; 0.000337
9; 0; 9; 0.000186
6; 2; 4; 0.000075
6; 0; 6; 0.000066
6; 0; 6; 0.000076
6; 0; 6; 0.000051
9; 3; 6; 0.000314
9; 0; 9; 0.000181
12; 3; 9; 0.001051
9; 4; 8; 0.000166
6; 2; 4; 0.000055
6; 0; 6; 0.000080
6; 8; 17; 0.000072
6; 1; 5; 0.000082
9; 3; 6; 0.000342
9; 0; 9; 0.000184
6; 0; 6; 0.000054
6; 9; 16; 0.000070
6; 0; 6; 0.000054
6; 2; 4; 0.000052
9; 3; 6; 0.000277
12; 3; 9; 0.001005
15; 3; 12; 0.003733
12; 0; 12; 0.001105
9; 0; 9; 0.000355
9; 9; 18; 0.000327
9; 0; 9; 0.000408
9; 9; 18; 0.000236
12; 3; 9; 0.001389
9; 0; 9; 0.000368
9; 2; 7; 0.000331
6; 0; 6; 0.000052
6; 0; 6; 0.000081
6; 0; 6; 0.000049
6; 0; 6; 0.000090
9; 3; 6; 0.000320
9; 0; 9; 0.000268
12; 3; 9; 0.001336
9; 0; 9; 0.000337
9; 9; 18; 0.000262
9; 6; 7; 0.000374
9; 0; 9; 0.000354
12; 3; 9; 0.001381
15; 3; 12; 0.005250
9; 0; 9; 0.000208
9; 0; 9; 0.000338
12; 3; 9; 0.000570
6; 0; 6; 0.000096
6; 2; 4; 0.000099
6; 0; 6; 0.000069
6; 2; 4; 0.000088
9; 3; 6; 0.000402
9; 2; 7; 0.000312
12; 3; 9; 0.000735
15; 3; 12; 0.001322
9; 0; 9; 0.000181
9; 2; 7; 0.000264
9; 0; 9; 0.000248
6; 2; 4; 0.000091
6; 0; 6; 0.000093
6; 9; 16; 0.000057
6; 0; 6; 0.000055
9; 3; 6; 0.000355
12; 3; 9; 0.001094
6; 0; 6; 0.000060
6; 0; 6; 0.000084
6; 0; 6; 0.000102
6; 2; 4; 0.000063
9; 3; 6; 0.000356
9; 8; 19; 0.000315
9; 9; 18; 0.000257
9; 2; 7; 0.000348
12; 3; 9; 0.001327
9; 5; 8; 0.000201
9; 9; 18; 0.000274
9; 1; 8; 0.000162
6; 2; 4; 0.000063
3; 0; 3; 0.000029
3; 0; 3; 0.000020
3; 0; 3; 0.000037
3; 0; 3; 0.000029
6; 3; 3; 0.000156
9; 3; 6; 0.000238
12; 3; 9; 0.000923
6; 0; 6; 0.000106
6; 2; 4; 0.000089
6; 0; 6; 0.000055
3; 0; 3; 0.000024
3; 1; 2; 0.000016
3; 0; 3; 0.000015
3; 0; 3; 0.000019
6; 3; 3; 0.000118
9; 3; 6; 0.000411
9; 0; 9; 0.000291
6; 1; 5; 0.000101
6; 0; 6; 0.000045
9; 3; 6; 0.000172
9; 1; 8; 0.000094
12; 3; 9; 0.001007
15; 3; 12; 0.004382
6; 0; 6; 0.000068
6; 0; 6; 0.000052
3; 2; 1; 0.000023
3; 0; 3; 0.000024
3; 1; 2; 0.000020
3; 0; 3; 0.000014
6; 3; 3; 0.000122
6; 0; 6; 0.000048
9; 3; 6; 0.000329
6; 0; 6; 0.000061
6; 0; 6; 0.000050
3; 0; 3; 0.000032
3; 0; 3; 0.000026
3; 2; 1; 0.000020
3; 0; 3; 0.000035
6; 3; 3; 0.000155
6; 0; 6; 0.000051
9; 3; 6; 0.000357
3; 0; 3; 0.000025
3; 0; 3; 0.000018
3; 0; 3; 0.000018
3; 2; 1; 0.000017
6; 3; 3; 0.000119
6; 1; 5; 0.000067
6; 0; 6; 0.000062
6; 0; 6; 0.000065
9; 3; 6; 0.000356
6; 6; 4; 0.000075
6; 0; 6; 0.000048
6; 0; 6; 0.000034
6; 0; 6; 0.000047
9; 3; 6; 0.000244
12; 3; 9; 0.001314
9; 2; 7; 0.000123
6; 0; 6; 0.000050
6; 2; 4; 0.000051
6; 0; 6; 0.000012
6; 9; 16; 0.000046
9; 3; 6; 0.000200
6; 0; 6; 0.000050
6; 0; 6; 0.000040
6; 0; 6; 0.000051
6; 2; 4; 0.000038
9; 3; 6; 0.000224
6; 0; 6; 0.000045
6; 2; 4; 0.000054
6; 2; 4; 0.000074
6; 2; 4; 0.000052
9; 3; 6; 0.000274
12; 3; 9; 0.000853
9; 2; 7; 0.000198
6; 0; 6; 0.000090
6; 2; 4; 0.000080
6; 5; 5; 0.000059
6; 4; 5; 0.000078
9; 3; 6; 0.000358
6; 5; 5; 0.000088
6; 6; 4; 0.000058
9; 3; 6; 0.000171
6; 0; 6; 0.000050
6; 5; 5; 0.000084
9; 3; 6; 0.000160
12; 3; 9; 0.000932
6; 0; 6; 0.000021
6; 2; 4; 0.000025
6; 7; 4; 0.000076
6; 1; 5; 0.000063
9; 3; 6; 0.000229
6; 0; 6; 0.000066
6; 4; 5; 0.000069
6; 0; 6; 0.000081
6; 0; 6; 0.000044
9; 3; 6; 0.000319
6; 4; 5; 0.000075
6; 0; 6; 0.000069
9; 3; 6; 0.000171
6; 2; 4; 0.000084
6; 7; 4; 0.000074
9; 3; 6; 0.000186
12; 3; 9; 0.000937
15; 3; 12; 0.004065
6; 4; 5; 0.000103
6; 8; 17; 0.000056
6; 0; 6; 0.000081
6; 2; 4; 0.000084
9; 3; 6; 0.000377
9; 8; 19; 0.000241
6; 0; 6; 0.000051
6; 0; 6; 0.000089
6; 1; 5; 0.000101
6; 0; 6; 0.000025
9; 3; 6; 0.000311
6; 2; 4; 0.000076
6; 0; 6; 0.000046
6; 2; 4; 0.000077
6; 0; 6; 0.000089
9; 3; 6; 0.000336
12; 3; 9; 0.001299
9; 1; 8; 0.000254
9; 2; 7; 0.000312
6; 0; 6; 0.000043
6; 2; 4; 0.000081
6; 0; 6; 0.000065
3; 2; 1; 0.000027
3; 0; 3; 0.000025
3; 2; 1; 0.000021
3; 0; 3; 0.000018
6; 3; 3; 0.000133
9; 3; 6; 0.000364
9; 5; 8; 0.000274
12; 3; 9; 0.001254
6; 2; 4; 0.000131
6; 0; 6; 0.000053
6; 2; 4; 0.000045
6; 0; 6; 0.000071
9; 3; 6; 0.000357
9; 9; 18; 0.000295
6; 0; 6; 0.000119
6; 0; 6; 0.000097
9; 3; 6; 0.000264
6; 2; 4; 0.000126
6; 0; 6; 0.000080
9; 3; 6; 0.000239
12; 3; 9; 0.001216
6; 0; 6; 0.000093
6; 0; 6; 0.000081
6; 0; 6; 0.000091
6; 0; 6; 0.000080
9; 3; 6; 0.000392
9; 6; 7; 0.000309
9; 1; 8; 0.000167
6; 0; 6; 0.000090
6; 0; 6; 0.000096
9; 3; 6; 0.000212
12; 3; 9; 0.001124
15; 3; 12; 0.004925
9; 5; 8; 0.000340
9; 0; 9; 0.000390
12; 3; 9; 0.000766
9; 2; 7; 0.000274
9; 1; 8; 0.000199
12; 3; 9; 0.000501
15; 3; 12; 0.001284
6; 0; 6; 0.000043
6; 0; 6; 0.000072
6; 0; 6; 0.000055
6; 0; 6; 0.000041
9; 3; 6; 0.000270
9; 1; 8; 0.000160
9; 0; 9; 0.000134
9; 0; 9; 0.000135
12; 3; 9; 0.000738
9; 0; 9; 0.000100
6; 0; 6; 0.000033
6; 0; 6; 0.000031
6; 0; 6; 0.000051
6; 0; 6; 0.000029
9; 3; 6; 0.000180
9; 0; 9; 0.000179
6; 0; 6; 0.000049
6; 0; 6; 0.000059
6; 0; 6; 0.000049
6; 0; 6; 0.000049
9; 3; 6; 0.000261
12; 3; 9; 0.000752
12; 0; 12; 0.000368
9; 0; 9; 0.000186
9; 0; 9; 0.000068
9; 0; 9; 0.000185
9; 9; 18; 0.000145
12; 3; 9; 0.000625
15; 3; 12; 0.002519
12; 0; 12; 0.000356
9; 0; 9; 0.000096
9; 2; 7; 0.000120
9; 9; 18; 0.000115
9; 0; 9; 0.000163
12; 3; 9; 0.000536
6; 0; 6; 0.000052
6; 0; 6; 0.000031
6; 0; 6; 0.000030
6; 0; 6; 0.000014
9; 3; 6; 0.000164
9; 0; 9; 0.000096
9; 0; 9; 0.000153
9; 0; 9; 0.000030
12; 3; 9; 0.000480
9; 9; 18; 0.000075
6; 0; 6; 0.000046
6; 0; 6; 0.000053
6; 8; 17; 0.000054
6; 5; 5; 0.000073
9; 3; 6; 0.000270
9; 0; 9; 0.000030
6; 0; 6; 0.000017
6; 2; 4; 0.000048
6; 0; 6; 0.000013
6; 2; 4; 0.000036
9; 3; 6; 0.000158
12; 3; 9; 0.000574
15; 3; 12; 0.001978
12; 0; 12; 0.000587
9; 0; 9; 0.000134
9; 9; 18; 0.000194
9; 0; 9; 0.000195
9; 2; 7; 0.000223
12; 3; 9; 0.000791
9; 0; 9; 0.000165
9; 0; 9; 0.000213
9; 2; 7; 0.000209
9; 0; 9; 0.000198
12; 3; 9; 0.000828
12; 0; 12; 0.000461
15; 3; 12; 0.002706
9; 0; 9; 0.000207
9; 0; 9; 0.000099
12; 3; 9; 0.000332
9; 9; 18; 0.000144
9; 0; 9; 0.000196
12; 3; 9; 0.000362
15; 3; 12; 0.000709
9; 0; 9; 0.000105
9; 0; 9; 0.000098
9; 2; 7; 0.000192
6; 0; 6; 0.000040
6; 0; 6; 0.000033
6; 0; 6; 0.000041
6; 0; 6; 0.000051
9; 3; 6; 0.000209
12; 3; 9; 0.000640
9; 0; 9; 0.000151
9; 0; 9; 0.000213
9; 2; 7; 0.000172
9; 2; 7; 0.000097
12; 3; 9; 0.000682
9; 0; 9; 0.000054
9; 0; 9; 0.000071
9; 1; 8; 0.000044
9; 1; 8; 0.000117
12; 3; 9; 0.000328
6; 0; 6; 0.000053
6; 0; 6; 0.000024
6; 0; 6; 0.000053
6; 0; 6; 0.000065
9; 3; 6; 0.000236
9; 0; 9; 0.000099
6; 6; 4; 0.000056
6; 0; 6; 0.000037
9; 3; 6; 0.000118
9; 1; 8; 0.000059
12; 3; 9; 0.000549
15; 3; 12; 0.002227
6; 2; 4; 0.000039
6; 0; 6; 0.000016
6; 2; 4; 0.000041
6; 0; 6; 0.000043
9; 3; 6; 0.000188
6; 0; 6; 0.000019
6; 0; 6; 0.000015
3; 2; 1; 0.000019
3; 0; 3; 0.000010
0; 0; 0; 0.000007
0; 0; 0; 0.000006
0; 0; 0; 0.000009
0; 0; 0; 0.000015
3; 3; 0; 0.000085
3; 2; 1; 0.000022
6; 3; 3; 0.000179
6; 0; 6; 0.000013
9; 3; 6; 0.000266
6; 7; 4; 0.000072
6; 1; 5; 0.000072
6; 0; 6; 0.000064
6; 0; 6; 0.000053
9; 3; 6; 0.000303
3; 2; 1; 0.000017
3; 0; 3; 0.000015
3; 0; 3; 0.000025
3; 1; 2; 0.000015
6; 3; 3; 0.000115
6; 8; 17; 0.000020
6; 0; 6; 0.000052
6; 2; 4; 0.000048
9; 3; 6; 0.000272
12; 3; 9; 0.001054
9; 9; 18; 0.000062
9; 9; 18; 0.000075
6; 0; 6; 0.000014
6; 2; 4; 0.000028
6; 0; 6; 0.000013
6; 0; 6; 0.000051
9; 3; 6; 0.000149
6; 2; 4; 0.000037
6; 9; 16; 0.000031
6; 1; 5; 0.000048
3; 2; 1; 0.000011
3; 0; 3; 0.000014
3; 2; 1; 0.000010
3; 0; 3; 0.000010
6; 3; 3; 0.000088
9; 3; 6; 0.000245
12; 3; 9; 0.000583
9; 0; 9; 0.000193
9; 2; 7; 0.000156
6; 6; 4; 0.000083
6; 0; 6; 0.000059
9; 3; 6; 0.000182
6; 0; 6; 0.000058
6; 5; 5; 0.000080
9; 3; 6; 0.000174
12; 3; 9; 0.000754
6; 0; 6; 0.000051
6; 2; 4; 0.000040
6; 2; 4; 0.000053
6; 0; 6; 0.000055
9; 3; 6; 0.000258
6; 0; 6; 0.000098
6; 2; 4; 0.000047
6; 0; 6; 0.000046
3; 0; 3; 0.000021
3; 0; 3; 0.000016
3; 1; 2; 0.000025
3; 2; 1; 0.000015
6; 3; 3; 0.000135
9; 3; 6; 0.000399
6; 1; 5; 0.000116
6; 2; 4; 0.000038
9; 3; 6; 0.000185
6; 0; 6; 0.000030
6; 0; 6; 0.000033
9; 3; 6; 0.000086
12; 3; 9; 0.000960
15; 3; 12; 0.003381
6; 2; 4; 0.000059
6; 0; 6; 0.000040
6; 0; 6; 0.000033
6; 0; 6; 0.000054
9; 3; 6; 0.000230
9; 1; 8; 0.000144
6; 0; 6; 0.000030
6; 0; 6; 0.000036
6; 1; 5; 0.000035
6; 0; 6; 0.000069
9; 3; 6; 0.000213
6; 1; 5; 0.000064
6; 0; 6; 0.000044
6; 0; 6; 0.000080
6; 2; 4; 0.000035
9; 3; 6; 0.000270
12; 3; 9; 0.000889
9; 0; 9; 0.000165
9; 0; 9; 0.000164
9; 9; 18; 0.000151
9; 0; 9; 0.000306
12; 3; 9; 0.000841
9; 9; 18; 0.000279
9; 1; 8; 0.000315
6; 0; 6; 0.000029
6; 0; 6; 0.000076
9; 3; 6; 0.000141
9; 1; 8; 0.000115
12; 3; 9; 0.000918
9; 2; 7; 0.000178
9; 0; 9; 0.000209
6; 0; 6; 0.000052
6; 2; 4; 0.000059
9; 3; 6; 0.000134
6; 0; 6; 0.000095
6; 0; 6; 0.000062
9; 3; 6; 0.000183
12; 3; 9; 0.000746
15; 3; 12; 0.003432
12; 2; 10; 0.000375
9; 0; 9; 0.000200
9; 1; 8; 0.000115
12; 3; 9; 0.000338
15; 3; 12; 0.000732
9; 0; 9; 0.000149
6; 0; 6; 0.000066
6; 0; 6; 0.000063
6; 0; 6; 0.000045
6; 0; 6; 0.000043
9; 3; 6; 0.000255
9; 0; 9; 0.000147
9; 0; 9; 0.000145
12; 3; 9; 0.000739
12; 0; 12; 0.000555
12; 0; 12; 0.000355
12; 0; 12; 0.000525
15; 3; 12; 0.002223
12; 0; 12; 0.000089
12; 0; 12; 0.000088
12; 0; 12; 0.000371
9; 0; 9; 0.000031
9; 0; 9; 0.000168
9; 0; 9; 0.000029
9; 0; 9; 0.000029
12; 3; 9; 0.000294
15; 3; 12; 0.000885
12; 0; 12; 0.000728
9; 0; 9; 0.000195
9; 0; 9; 0.000073
9; 0; 9; 0.000193
9; 0; 9; 0.000193
12; 3; 9; 0.000694
9; 0; 9; 0.000163
9; 0; 9; 0.000162
9; 0; 9; 0.000102
9; 0; 9; 0.000164
12; 3; 9; 0.000630
12; 0; 12; 0.000585
15; 3; 12; 0.002672
12; 2; 10; 0.000189
9; 0; 9; 0.000097
9; 0; 9; 0.000164
12; 3; 9; 0.000283
15; 3; 12; 0.000492
12; 0; 12; 0.000770
12; 0; 12; 0.000316
12; 0; 12; 0.000820
12; 0; 12; 0.000529
15; 3; 12; 0.002492
9; 0; 9; 0.000096
9; 0; 9; 0.000061
6; 0; 6; 0.000061
6; 1; 5; 0.000058
6; 0; 6; 0.000031
6; 0; 6; 0.000030
9; 3; 6; 0.000221
9; 1; 8; 0.000174
12; 3; 9; 0.000595
9; 9; 18; 0.000047
9; 0; 9; 0.000212
9; 4; 8; 0.000074
9; 2; 7; 0.000188
12; 3; 9; 0.000575
9; 1; 8; 0.000087
9; 0; 9; 0.000151
6; 0; 6; 0.000048
6; 0; 6; 0.000032
9; 3; 6; 0.000102
9; 1; 8; 0.000067
12; 3; 9; 0.000445
6; 0; 6; 0.000013
6; 2; 4; 0.000041
6; 0; 6; 0.000047
6; 0; 6; 0.000025
9; 3; 6; 0.000167
9; 7; 7; 0.000248
6; 0; 6; 0.000040
6; 0; 6; 0.000031
9; 3; 6; 0.000096
6; 0; 6; 0.000031
6; 0; 6; 0.000017
9; 3; 6; 0.000070
12; 3; 9; 0.000623
15; 3; 12; 0.002267
9; 0; 9; 0.000103
9; 0; 9; 0.000099
9; 0; 9; 0.000104
6; 0; 6; 0.000032
6; 2; 4; 0.000053
6; 2; 4; 0.000052
6; 0; 6; 0.000031
9; 3; 6; 0.000211
12; 3; 9; 0.000557
9; 0; 9; 0.000199
9; 0; 9; 0.000198
9; 2; 7; 0.000113
9; 0; 9; 0.000150
12; 3; 9; 0.000705
12; 0; 12; 0.000721
12; 0; 12; 0.000720
15; 3; 12; 0.002742
15; 2; 13; 0.001052
9; 0; 9; 0.000102
9; 1; 8; 0.000122
9; 0; 9; 0.000098
9; 0; 9; 0.000095
12; 3; 9; 0.000462
12; 0; 12; 0.000360
12; 0; 12; 0.000363
12; 0; 12; 0.000380
15; 3; 12; 0.001609
12; 0; 12; 0.000088
12; 0; 12; 0.000086
12; 0; 12; 0.000087
9; 0; 9; 0.000029
9; 0; 9; 0.000199
9; 0; 9; 0.000028
9; 0; 9; 0.000199
12; 3; 9; 0.000493
15; 3; 12; 0.000794
12; 0; 12; 0.000736
12; 0; 12; 0.000717
12; 2; 10; 0.000735
12; 0; 12; 0.000693
15; 3; 12; 0.002931
12; 2; 10; 0.000178
12; 2; 10; 0.000377
15; 3; 12; 0.000578
12; 0; 12; 0.000352
12; 0; 12; 0.000354
12; 0; 12; 0.000351
12; 0; 12; 0.000774
15; 3; 12; 0.001883
9; 0; 9; 0.000111
6; 0; 6; 0.000014
6; 0; 6; 0.000011
6; 2; 4; 0.000051
6; 0; 6; 0.000011
9; 3; 6; 0.000124
6; 0; 6; 0.000038
6; 1; 5; 0.000048
6; 0; 6; 0.000062
6; 0; 6; 0.000043
9; 3; 6; 0.000249
9; 8; 19; 0.000303
12; 3; 9; 0.000832
9; 0; 9; 0.000096
9; 0; 9; 0.000095
9; 7; 7; 0.000044
9; 2; 7; 0.000085
12; 3; 9; 0.000362
9; 0; 9; 0.000195
9; 1; 8; 0.000128
6; 0; 6; 0.000060
6; 0; 6; 0.000030
9; 3; 6; 0.000112
9; 1; 8; 0.000018
12; 3; 9; 0.000491
9; 9; 18; 0.000069
9; 7; 7; 0.000106
6; 0; 6; 0.000013
6; 0; 6; 0.000019
9; 3; 6; 0.000054
6; 0; 6; 0.000029
6; 0; 6; 0.000018
9; 3; 6; 0.000069
12; 3; 9; 0.000338
15; 3; 12; 0.002050
9; 0; 9; 0.000194
9; 0; 9; 0.000114
9; 0; 9; 0.000043
9; 8; 19; 0.000102
12; 3; 9; 0.000512
12; 0; 12; 0.000722
12; 0; 12; 0.000411
12; 0; 12; 0.000355
15; 3; 12; 0.002044
12; 2; 10; 0.000183
12; 2; 10; 0.000184
15; 3; 12; 0.000390
12; 0; 12; 0.000357
12; 0; 12; 0.000352
12; 0; 12; 0.000361
12; 0; 12; 0.000589
15; 3; 12; 0.001710
12; 0; 12; 0.000088
12; 0; 12; 0.000088
